,usertoken,date,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_attention1,postq_attention2,exclude,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,inst_credibleCertainChoice,inst_credibleCertainUncertainty
104,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,0,opednews,C,TRUE,angry,FALSE,11,the tweet is more about right party negativeness,0.375390877,0.493643718,1.60E+12,-0.35465671,0.738069248,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
105,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,1,amlookout,B,TRUE,angry,FALSE,6,the tweet is more about democratic party and its skillfulness,0.322671645,0.392997911,1.60E+12,-0.239632931,0.46968043,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
106,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,2,Jerusalem_Post,H,TRUE,angry,FALSE,7,The tweet is about the daily affairs  and not regarding the political parties,0.476036683,0.493643718,1.60E+12,0.081475118,0.738069248,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
107,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,3,nypost,F,TRUE,angry,TRUE,6,The tweet mostly related to right party and their decisions on movement,0.600645777,0.201291613,1.60E+12,0.316315333,0.517607005,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
108,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,4,MotherJones,E,TRUE,angry,FALSE,5,The tweet is related to president actions on various political matters,0.658157667,0.182120983,1.60E+12,0.460095057,0.738069248,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
109,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,5,InvestWatchBlog,D,TRUE,angry,TRUE,5,the images and the tweet refers to daily happenings and mostly not about the political party,0.423317452,0.268388817,1.60E+12,0.17253561,0.613460154,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
110,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,6,veteranstoday,A,TRUE,angry,TRUE,5,this images and the tweets are about and against the negativity of the right political party,0.598249449,0.254010845,1.60E+12,0.469680372,0.603874839,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
111,U0CL05FC,9/4/20,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,,,0,7,CNNPolitics,G,TRUE,angry,TRUE,5,this images and the tweet about the democrat party and few about the party leaders,0.61502375,0.359449309,1.60E+12,-0.436131887,0.613460154,1.60E+12,0.194732243,0.106061839,0.971839176,0.757675848
112,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,0,CNNPolitics,G,FALSE,mixed,FALSE,7,It's mostly just neutral presentation of facts,0.490414872,0,1.60E+12,-0.023962834,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
113,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,1,veteranstoday,A,FALSE,mixed,TRUE,6,It was mostly just a neutral presentation of information / articles.,0.502396315,0,1.60E+12,-0.014377679,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
114,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,2,nypost,F,FALSE,mixed,TRUE,6,There wasn't anything to explicitly political or opinionated,0.497603738,0.009585155,1.60E+12,0.00479263,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
115,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,3,MotherJones,E,FALSE,mixed,TRUE,6,There wasn't any clear coherent political agenda made clear,0.507188892,0,1.60E+12,0.019170362,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
116,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,4,Jerusalem_Post,H,FALSE,mixed,FALSE,6,It was mostly just reporting articles with no clear opinionated statements,0.500000026,0.004792577,1.60E+12,0.043133249,0.028755464,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
117,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,5,amlookout,B,FALSE,mixed,TRUE,5,Just articles with no clear opinionated statements,0.507188892,0,1.60E+12,-0.009585102,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
118,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,6,InvestWatchBlog,D,FALSE,mixed,FALSE,5,Pretty clearly sharing stuff in a way that is framed to favor republicans over democrats,0.118990125,0.019170309,1.60E+12,0.675753462,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
119,ErqjigK6,9/4/20,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,,,0,7,opednews,C,FALSE,mixed,FALSE,5,neutral presentation of articles,0.509585181,0,1.60E+12,-0.004792525,0,1.60E+12,0.000243774,0.014464479,0.997724677,0.888022093
120,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,0,opednews,C,FALSE,mixed,TRUE,9,I based my judgement on the pictures and the text.,0.80674561,0.335482518,1.60E+12,-0.992032298,0.640591916,1.60E+12,,,,
121,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,1,InvestWatchBlog,D,FALSE,mixed,TRUE,6,the text assist in the decision making.,0.940938617,0.857067987,1.60E+12,0.742891619,0.306726874,1.60E+12,,,,
122,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,2,nypost,F,FALSE,mixed,FALSE,5,The text is enough to make decision.,0.921768187,0.809141913,1.60E+12,-0.004755136,0.5176016,1.60E+12,,,,
123,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,3,MotherJones,E,FALSE,mixed,FALSE,5,the text is sufficient to make decision.,0.83310495,0.172533867,1.60E+12,0.809988123,1.565565145,1.60E+12,,,,
124,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,4,CNNPolitics,G,FALSE,mixed,TRUE,5,The picture help to make decisions.,0.96250535,0.845086469,1.60E+12,0.872292019,1.627869041,1.60E+12,,,,
125,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,5,Jerusalem_Post,H,FALSE,mixed,TRUE,5,the picture and the text helps to make decision.,0.976883172,0.907390365,1.60E+12,0.929803308,1.728513797,1.60E+12,,,,
126,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,6,veteranstoday,A,FALSE,mixed,FALSE,5,Just followed my instincts.,0.938542313,0.859464291,1.60E+12,-0.872217112,0.367413258,1.60E+12,,,,
127,rChphIlQ,9/4/20,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,,,0,7,amlookout,B,FALSE,mixed,FALSE,5,The text is the main influence.,0.912182972,0.124607792,1.60E+12,0.987314597,1.781232478,1.60E+12,,,,
128,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,0,opednews,C,FALSE,mixed,TRUE,9,good,0.571907847,0.618246392,1.60E+12,0.268423486,1.092714488,1.60E+12,,,,
129,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,1,veteranstoday,A,FALSE,mixed,FALSE,7,nice,0.39937398,0.685342859,1.60E+12,-0.263555936,1.546394715,1.60E+12,,,,
130,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,2,nypost,F,FALSE,mixed,TRUE,8,good,0.337070084,0.727667587,1.60E+12,-0.239592899,1.380270932,1.60E+12,,,,
131,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,3,MotherJones,E,FALSE,mixed,FALSE,5,good,0.416148106,0.536772029,1.60E+12,-0.230007684,1.541602108,1.60E+12,,,,
132,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,4,Jerusalem_Post,H,FALSE,mixed,FALSE,5,nice,0.401770284,0.527186814,1.60E+12,-0.282726365,1.361100502,1.60E+12,,,,
133,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,5,amlookout,B,FALSE,mixed,TRUE,8,good,0.313107047,0.83310495,1.60E+12,-0.27314115,1.608698612,1.60E+12,,,,
134,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,6,InvestWatchBlog,D,FALSE,mixed,FALSE,8,good,0.396977677,0.546357244,1.60E+12,-0.460052876,1.153400908,1.60E+12,,,,
135,dF69MQSv,9/4/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,,,1,7,CNNPolitics,G,FALSE,mixed,TRUE,6,good,0.313107047,0.650985869,1.60E+12,-0.335445047,1.354690419,1.60E+12,,,,
136,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,0,opednews,C,FALSE,mixed,FALSE,56,good,0.643796958,0,1.60E+12,0.440957353,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
137,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,1,veteranstoday,A,FALSE,mixed,TRUE,6,5,0.665363691,0,1.60E+12,0.671002508,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
138,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,2,CNNPolitics,G,FALSE,mixed,FALSE,7,6,0.734856498,0,1.60E+12,0.584735575,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
139,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,3,Jerusalem_Post,H,FALSE,mixed,TRUE,6,4,0.797160395,0.033548252,1.60E+12,0.292386523,0.287556444,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
140,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,4,InvestWatchBlog,D,FALSE,mixed,FALSE,7,6,0.770801054,0,1.60E+12,0.450542567,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
141,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,5,nypost,F,FALSE,mixed,FALSE,6,5,0.610248706,0,1.60E+12,0.579942967,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
142,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,6,amlookout,B,FALSE,mixed,TRUE,8,5,0.749234321,0,1.60E+12,0.42657953,0,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
143,sRcq4dZY,9/4/20,Female,African American/Black,Masters,61,Slightly Conservative,Slightly Conservative,,,1,7,MotherJones,E,FALSE,mixed,TRUE,7,5,0.67734521,0,1.60E+12,0.589528182,0.009585215,1.60E+12,0.619353669,0.269310809,0.605072035,0.044007834
144,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,0,nypost,F,FALSE,mixed,TRUE,41,Nothing,0.697297727,0.479265745,1.60E+12,0.413766084,0.776410507,1.60E+12,0.607976568,0.681783356,,
145,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,1,opednews,C,FALSE,mixed,TRUE,4,nothing,0.714072028,0.35941534,1.60E+12,0.265193703,1.15982325,1.60E+12,0.607976568,0.681783356,,
146,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,2,Jerusalem_Post,H,FALSE,mixed,FALSE,6,nothing,0.802736191,0.419323558,1.60E+12,0.351461537,0,1.60E+12,0.607976568,0.681783356,,
147,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,3,veteranstoday,A,FALSE,mixed,FALSE,5,Nothing,0.869833395,0,1.60E+12,0.437729371,0,1.60E+12,0.607976568,0.681783356,,
148,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,4,MotherJones,E,FALSE,mixed,TRUE,5,Nothing,0.795547205,0,1.60E+12,0.16934048,0,1.60E+12,0.607976568,0.681783356,,
149,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,5,CNNPolitics,G,FALSE,mixed,FALSE,4,nothing,0.656560139,0,1.60E+12,0.246023073,0,1.60E+12,0.607976568,0.681783356,,
150,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,6,amlookout,B,FALSE,mixed,FALSE,5,nothing,0.726053672,0,1.60E+12,0.394595454,0,1.60E+12,0.607976568,0.681783356,,
151,psUg0qaW,9/4/20,Female,African American/Black,Masters,51,Very liberal,Very liberal,,,1,7,InvestWatchBlog,D,FALSE,mixed,TRUE,5,nothing,0.793150876,0,1.60E+12,0.667776929,0,1.60E+12,0.607976568,0.681783356,,
152,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,0,Jerusalem_Post,H,TRUE,happy,TRUE,26,very good and nice,0.938542313,0,1.60E+12,0.699758152,0,1.60E+12,0.75808954,0,0.75808954,0
153,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,1,MotherJones,E,TRUE,happy,TRUE,6,very good,0.766008447,0,1.60E+12,0.699758152,0,1.60E+12,0.75808954,0,0.75808954,0
154,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,2,opednews,C,TRUE,happy,FALSE,6,very nice,0.847482772,0,1.60E+12,0.9250107,0.028755644,1.60E+12,0.75808954,0,0.75808954,0
155,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,3,CNNPolitics,G,TRUE,happy,FALSE,6,very good,0.758819536,0,1.60E+12,0.901047663,0,1.60E+12,0.75808954,0,0.75808954,0
156,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,4,amlookout,B,TRUE,happy,FALSE,8,nice and rish a good,0.869049506,0.009585215,1.60E+12,0.881877234,0,1.60E+12,0.75808954,0,0.75808954,0
157,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,5,nypost,F,TRUE,happy,FALSE,8,very good and fine,0.794764091,0.009585215,1.60E+12,0.373860849,0,1.60E+12,0.75808954,0,0.75808954,0
158,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,6,veteranstoday,A,TRUE,happy,TRUE,10,nice and good,0.902597758,0,1.60E+12,0.608698612,0,1.60E+12,0.75808954,0,0.75808954,0
159,nsmbgof1,9/4/20,Male,African American/Black,Undergraduate,30,Very Consertavite,Slightly Conservative,,,1,7,InvestWatchBlog,D,TRUE,happy,TRUE,7,good,0.873842113,0.033548252,1.60E+12,0.680587723,0,1.60E+12,0.75808954,0,0.75808954,0
160,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,0,InvestWatchBlog,D,FALSE,mixed,FALSE,32,good,0.821123432,0.11022997,1.60E+12,0.143815694,0.191704296,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
161,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,1,amlookout,B,FALSE,mixed,TRUE,7,bad,0.775593661,0.134193007,1.60E+12,0.258838271,0.172533867,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
162,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,2,veteranstoday,A,FALSE,mixed,TRUE,8,like it,0.799556698,0.143778222,1.60E+12,-0.239592899,0.421749451,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
163,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,3,MotherJones,E,FALSE,mixed,TRUE,6,cute,0.746838017,0.138985615,1.60E+12,0.680587723,0.335482518,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
164,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,4,Jerusalem_Post,H,FALSE,mixed,FALSE,7,good,0.857067987,0.268386015,1.60E+12,-0.407334194,0.383408592,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
165,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,5,CNNPolitics,G,FALSE,mixed,FALSE,6,welldone,0.837897558,0.191704296,1.60E+12,-0.16291118,0.354652948,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
166,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,6,nypost,F,FALSE,mixed,TRUE,8,nice,0.854671684,0.138985615,1.60E+12,0.201326982,0.249215585,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
167,XKPsGJYv,9/4/20,Male,White/Caucasian/European,Masters,37,Very Consertavite,Slightly Conservative,,,1,7,opednews,C,FALSE,mixed,FALSE,7,ok,0.754026928,0.143778222,1.60E+12,0.637454256,0.412164237,1.60E+12,0.869818613,0.600622021,0.885499967,0.673801677
168,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,0,nypost,F,FALSE,mixed,TRUE,16,Read the scenarios the study.,0.749234321,0.287556444,1.60E+12,0.220497412,0.814743259,1.60E+12,0.984555448,0,0.370445194,0.032643734
169,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,1,veteranstoday,A,FALSE,mixed,FALSE,8,based on read the questions,0.871445809,0.708497158,1.60E+12,-0.225215076,1.322759643,1.60E+12,0.984555448,0,0.370445194,0.032643734
170,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,2,opednews,C,FALSE,mixed,TRUE,7,based on opinion,0.957712743,0.284351384,1.60E+12,0.234875234,0.690135466,1.60E+12,0.984555448,0,0.370445194,0.032643734
171,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,3,InvestWatchBlog,D,FALSE,mixed,TRUE,6,read the tweet story,0.984072083,0.85227538,1.60E+12,0.522431678,0.402579022,1.60E+12,0.984555448,0,0.370445194,0.032643734
172,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,4,amlookout,B,FALSE,mixed,FALSE,8,the Donald trump articals are very inspiration,0.473659395,0.402579058,1.60E+12,0.651832078,0.613453748,1.60E+12,0.984555448,0,0.370445194,0.032643734
173,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,5,Jerusalem_Post,H,FALSE,mixed,FALSE,6,is lored cancel isreal concert,0.591078276,0.277971229,1.60E+12,0.766854656,1.359483027,1.60E+12,0.984555448,0,0.370445194,0.032643734
174,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,6,MotherJones,E,FALSE,mixed,TRUE,8,fox & friends confused president,0.998449906,0.993657298,1.60E+12,-0.479223305,0.2588008,1.60E+12,0.984555448,0,0.370445194,0.032643734
175,fB9iDwas,9/4/20,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,7,CNNPolitics,G,FALSE,mixed,FALSE,7,based on opinion,0.914579276,0.828312343,1.60E+12,-0.493601128,0,1.60E+12,0.984555448,0,0.370445194,0.032643734
176,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,0,opednews,C,TRUE,happy,TRUE,5,trustworthiness of this tweets and followed as per instruction,0.579096758,0.321104696,1.60E+12,0.57515036,1.019207901,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
177,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,1,InvestWatchBlog,D,TRUE,happy,FALSE,7,To followed as per the instructions of the tweet.,0.876238417,0.11022997,1.60E+12,0.239667842,0.709305896,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
178,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,2,CNNPolitics,G,TRUE,happy,TRUE,8,Previous tweet about Donald trump and i decide by follow the instructions,0.631815439,0.206082118,1.60E+12,-0.167703788,0.508016385,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
179,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,3,nypost,F,TRUE,happy,FALSE,7,to follows as per the instruction,0.732460195,0.186911689,1.60E+12,0.450542567,0.2588008,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
180,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,4,veteranstoday,A,TRUE,happy,FALSE,7,I seen heard something about the trustworthiness,0.672552602,0.148570829,1.60E+12,0.642246864,0.076681718,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
181,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,5,Jerusalem_Post,H,TRUE,happy,TRUE,5,BBC apologize for jewis guys comments,0.61264501,0.292349052,1.60E+12,3.75E-05,0.5176016,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
182,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,6,MotherJones,E,TRUE,happy,FALSE,7,A new report shows just how much the Republican tax plan benefits the richest Americans,0.63900435,0.244422978,1.60E+12,0.83395116,0.210874726,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
183,XmjpoTvG,9/4/20,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,,,0,7,amlookout,B,TRUE,happy,TRUE,6,: Secret Society Within FBI Held Meeting The Day After 2016 Election - We keep going further and furthe..,0.698911943,0.225252548,1.60E+12,-0.105399891,0.508016385,1.60E+12,0.73972744,0.216264741,0.717284872,0.093850737
184,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,0,veteranstoday,A,TRUE,happy,FALSE,6,i think this was true,0.689326728,0.244422978,1.60E+12,0.440957353,0.297141659,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
185,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,1,MotherJones,E,TRUE,happy,FALSE,7,make some changes,0.730063891,0.268386015,1.60E+12,0.340312597,0.268386015,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
186,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,2,amlookout,B,TRUE,happy,TRUE,5,this persons are make some changes,0.725271284,0.177326474,1.60E+12,0.349897812,0.316312089,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
187,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,3,nypost,F,TRUE,happy,TRUE,7,this celebrate are aswome,0.72287498,0.297141659,1.60E+12,0.546394715,0.460090311,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
188,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,4,InvestWatchBlog,D,TRUE,happy,FALSE,5,tweet suggestions are nice,0.730063891,0.196496904,1.60E+12,0.378653456,0.335482518,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
189,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,5,CNNPolitics,G,TRUE,happy,TRUE,7,there is controversy in political suggestiveness,0.720478676,0.134193007,1.60E+12,0.498468641,0.230045155,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
190,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,6,Jerusalem_Post,H,TRUE,happy,FALSE,6,all tweet are so nice,0.706100854,0.182119081,1.60E+12,0.522431678,0.277971229,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
191,SPXutiOL,9/4/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,,,1,7,opednews,C,TRUE,happy,TRUE,6,all political leaders are aswome,0.732460195,0.220459941,1.60E+12,0.378653456,0.306726874,1.60E+12,0.711164172,0.567184886,0.776451641,0.244828008
192,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,0,veteranstoday,A,TRUE,angry,TRUE,5,I really like,0.545548506,0.067096504,1.60E+12,0.488883427,0,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
193,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,1,InvestWatchBlog,D,TRUE,angry,TRUE,5,I really excited,0.718082373,0.009585215,1.60E+12,0.824365945,0,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
194,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,2,opednews,C,TRUE,angry,FALSE,5,well,0.507207647,0,1.60E+12,0.503261249,0.038340859,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
195,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,3,Jerusalem_Post,H,TRUE,angry,TRUE,5,well and agree,0.653382173,0.01917043,1.60E+12,0.263630879,0.01917043,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
196,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,4,CNNPolitics,G,TRUE,angry,TRUE,6,nice,0.655778476,0.004792607,1.60E+12,0.690172938,0,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
197,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,5,nypost,F,TRUE,angry,FALSE,5,like,0.869049506,0.571907847,1.60E+12,0.666209901,0.201289511,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
198,6dIR6Dn0,9/4/20,Male,African American/Black,Undergraduate,59,Very Consertavite,Very Consertavite,,,1,6,MotherJones,E,TRUE,angry,FALSE,6,really liked,0.761215839,0,1.60E+12,0.771647263,0,1.60E+12,0.539784566,0.628391888,0.647916937,0.505977884
