,usertoken,date,condition,account_index,tweet_index,familiarity,favorability,familiarity_number,favorability_number,condition_person,condition_accAlias,condition_personCluster,condition_showImage,biasChoice,biasCI,time,condition_imageIdx
6416,yAq8WyXj,10/21/20,noImage,0,4,Slightly familiar,Neutral,-1,0,Kim Jong-un,P,132,False,0.7790055850780905,0.5399698930367035,1603239813198.0,
6417,yAq8WyXj,10/21/20,noImage,1,0,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.670851707056773,0.24687292784602244,1603239871730.0,
6418,yAq8WyXj,10/21/20,noImage,1,1,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.7770462761269316,0.47139404984945965,1603239876386.0,
6419,yAq8WyXj,10/21/20,noImage,1,2,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.8240696909547454,0.3370011395993324,1603239880458.0,
6420,yAq8WyXj,10/21/20,noImage,1,3,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.659487739057397,0.4192921155480067,1603239883096.0,
6421,yAq8WyXj,10/21/20,noImage,1,4,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.8475813983686523,0.41653339921701016,1603239885890.0,
6422,yAq8WyXj,10/21/20,noImage,1,5,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.5811153810110405,0.28997772477151873,1603239888306.0,
6423,yAq8WyXj,10/21/20,noImage,2,0,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.7472647561519705,0.26646601735761166,1603239927278.0,
6424,yAq8WyXj,10/21/20,noImage,2,1,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.7143483896898465,0.48982723778972725,1603239931830.0,
6425,yAq8WyXj,10/21/20,noImage,2,2,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.6496911943016024,0.5642809779337661,1603239934338.0,
6426,yAq8WyXj,10/21/20,noImage,2,3,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.9220351385126909,0.5830746899621995,1603239937750.0,
6427,yAq8WyXj,10/21/20,noImage,2,4,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.6810401375201449,0.372268700720193,1603239940857.0,
6428,yAq8WyXj,10/21/20,noImage,2,5,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.6692842838131915,0.019593089511589223,1603239943770.0,
6429,yAq8WyXj,10/21/20,noImage,3,0,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,False,0.37499605543177766,0.3840245544271462,1603240002862.0,
6430,yAq8WyXj,10/21/20,noImage,3,1,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,False,0.8456220894174934,0.28214048896688304,1603240007081.0,
6431,yAq8WyXj,10/21/20,noImage,3,2,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,False,0.7359007881525944,0.34875699330628596,1603240012670.0,
6432,yAq8WyXj,10/21/20,noImage,3,3,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,False,0.7417787150060712,0.3330825216970146,1603240018368.0,
6433,yAq8WyXj,10/21/20,noImage,3,4,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,False,0.6967146091294163,0.47023414827813825,1603240022925.0,
6434,yAq8WyXj,10/21/20,noImage,4,0,Extremely familiar,Very negative,2,-2,Hillary Clinton,L,100,False,0.845230203709916,0.627746910131277,1603240098529.0,
6435,yAq8WyXj,10/21/20,noImage,4,1,Extremely familiar,Very negative,2,-2,Hillary Clinton,L,100,False,0.6947553001782574,0.24295430994370482,1603240103815.0,
6436,yAq8WyXj,10/21/20,noImage,4,2,Extremely familiar,Very negative,2,-2,Hillary Clinton,L,100,False,0.6516505032527613,0.501583091496681,1603240107212.0,
6437,yAq8WyXj,10/21/20,noImage,4,3,Extremely familiar,Very negative,2,-2,Hillary Clinton,L,100,False,0.8652151789290825,0.6477318853504435,1603240110538.0,
6438,yAq8WyXj,10/21/20,noImage,4,4,Extremely familiar,Very negative,2,-2,Hillary Clinton,L,100,False,0.724144934445641,0.28997772477151873,1603240114305.0,
6439,yAq8WyXj,10/21/20,noImage,5,0,Extremely familiar,Very negative,2,-2,Barack Obama,O,117,False,0.8844163827330942,0.6728110160079319,1603240166254.0,
6440,yAq8WyXj,10/21/20,noImage,5,1,Extremely familiar,Very negative,2,-2,Barack Obama,O,117,False,0.6105050152784243,0.3252452858923789,1603240168841.0,
6441,yAq8WyXj,10/21/20,noImage,5,2,Extremely familiar,Very negative,2,-2,Barack Obama,O,117,False,0.4322078708262814,0.540769330313223,1603240172269.0,
6442,yAq8WyXj,10/21/20,noImage,5,3,Extremely familiar,Very negative,2,-2,Barack Obama,O,117,False,0.8064359103943152,0.3644314649155571,1603240177046.0,
6443,yAq8WyXj,10/21/20,noImage,5,4,Extremely familiar,Very negative,2,-2,Barack Obama,O,117,False,0.6829994464713038,0.41537349764568887,1603240184074.0,
6444,yAq8WyXj,10/21/20,noImage,6,0,Not at all familiar,Very negative,-2,-2,Theresa May,K,122,False,0.6669330891544553,0.258628781552976,1603240447345.0,
6445,yAq8WyXj,10/21/20,noImage,6,1,Not at all familiar,Very negative,-2,-2,Theresa May,K,122,False,0.3264051874637003,0.6653656659108736,1603240719876.0,
6446,yAq8WyXj,10/21/20,noImage,6,2,Not at all familiar,Very negative,-2,-2,Theresa May,K,122,False,0.6046270884249475,0.4153735574390529,1603240725717.0,
6447,yAq8WyXj,10/21/20,noImage,6,3,Not at all familiar,Very negative,-2,-2,Theresa May,K,122,False,0.39106238285194433,0.39186185002514595,1603240732717.0,
6448,yAq8WyXj,10/21/20,noImage,6,4,Not at all familiar,Very negative,-2,-2,Theresa May,K,122,False,0.5223361124762733,0.24295430994370482,1603240738477.0,
6449,yAq8WyXj,10/21/20,noImage,7,0,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,False,0.4572870313804519,0.38402455442714634,1603240951997.0,
6450,yAq8WyXj,10/21/20,noImage,7,1,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,False,0.5047023319158431,0.2507915457483403,1603240954965.0,
6451,yAq8WyXj,10/21/20,noImage,7,2,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,False,0.6203015600342188,0.2507916055417044,1603240958108.0,
6452,yAq8WyXj,10/21/20,noImage,7,3,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,False,0.4596381961425062,0.3761873784158746,1603240960580.0,
6453,yAq8WyXj,10/21/20,noImage,7,4,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,False,0.5850339989133584,0.3252452858923791,1603240963349.0,
6454,DHalgQR3,10/21/20,noImage,0,0,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.7608998168303631,0.38651824366110077,1603242564153.0,
6455,DHalgQR3,10/21/20,noImage,0,1,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.5086209498181609,0.050942092523495575,1603242579978.0,
6456,DHalgQR3,10/21/20,noImage,0,2,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.5007836841168433,0.1763378056043019,1603242593650.0,
6457,DHalgQR3,10/21/20,noImage,0,3,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.9161572116592142,0.7378600971037533,1603242605260.0,
6458,DHalgQR3,10/21/20,noImage,0,4,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.8789303415871949,0.21552398462748013,1603242616637.0,
6459,DHalgQR3,10/21/20,noImage,0,5,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.6673249748620326,0.19984951301820875,1603242626237.0,
6460,DHalgQR3,10/21/20,noImage,0,6,Slightly familiar,Neutral,-1,0,Emanuel Macron,M,54,False,0.9768957891451403,0.6496911943016024,1603242634487.0,
6461,DHalgQR3,10/21/20,noImage,1,0,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.3651995106759831,0.27430325316224735,1603242725388.0,
6462,DHalgQR3,10/21/20,noImage,1,1,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.8397441625640166,0.4968650662145255,1603242737111.0,
6463,DHalgQR3,10/21/20,noImage,1,2,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.9337909922196443,0.7417787150060712,1603242746515.0,
6464,DHalgQR3,10/21/20,noImage,1,3,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.898523431098784,0.6614470480085559,1603242751660.0,
6465,DHalgQR3,10/21/20,noImage,1,4,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.9122385937568963,0.7143483896898465,1603242756612.0,
6466,DHalgQR3,10/21/20,noImage,2,0,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.498432519354789,0.19984951301820886,1603242803005.0,
6467,DHalgQR3,10/21/20,noImage,2,1,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.8946048131964661,0.6575284301062381,1603242810422.0,
6468,DHalgQR3,10/21/20,noImage,2,2,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.49882437516568434,0.22336122043211565,1603242818247.0,
6469,DHalgQR3,10/21/20,noImage,2,3,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.7398194060549123,0.1685005697996662,1603242827718.0,
6470,DHalgQR3,10/21/20,noImage,2,4,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.810354528296633,0.5752374541575639,1603242831783.0,
6471,DHalgQR3,10/21/20,noImage,2,5,Somewhat familiar,Very negative,0,-2,Vladimir Putin,J,111,False,0.9984481876078883,0.7692090403222959,1603242838053.0,
6472,DHalgQR3,10/21/20,noImage,3,0,Somewhat familiar,Slightly Positive,0,1,Barack Obama,O,117,False,0.20649548563211143,0.2664660173576117,1603242885386.0,
6473,DHalgQR3,10/21/20,noImage,3,1,Somewhat familiar,Slightly Positive,0,1,Barack Obama,O,117,False,0.5007836841168433,0.1018840654602633,1603242894130.0,
6474,DHalgQR3,10/21/20,noImage,3,2,Somewhat familiar,Slightly Positive,0,1,Barack Obama,O,117,False,0.5007836841168433,0.1018840654602633,1603242902110.0,
6475,DHalgQR3,10/21/20,noImage,3,3,Somewhat familiar,Slightly Positive,0,1,Barack Obama,O,117,False,0.5007836841168433,0.14890748028807704,1603242911291.0,
6476,DHalgQR3,10/21/20,noImage,3,4,Somewhat familiar,Slightly Positive,0,1,Barack Obama,O,117,False,0.9788550980962992,0.6947553001782574,1603242920074.0,
6477,DHalgQR3,10/21/20,noImage,4,0,Somewhat familiar,Slightly negative,0,-1,Donald Trump,I,129,False,0.9177246349027957,0.8119219515402145,1603242953050.0,
6478,DHalgQR3,10/21/20,noImage,4,1,Somewhat familiar,Slightly negative,0,-1,Donald Trump,I,129,False,0.9651399354381869,0.6829994464713038,1603242959417.0,
6479,DHalgQR3,10/21/20,noImage,4,2,Somewhat familiar,Slightly negative,0,-1,Donald Trump,I,129,False,0.8828489594895127,0.7261042433967999,1603242964863.0,
6480,DHalgQR3,10/21/20,noImage,4,3,Somewhat familiar,Slightly negative,0,-1,Donald Trump,I,129,False,0.8808896505383538,0.21552398462748013,1603242968530.0,
6481,DHalgQR3,10/21/20,noImage,5,0,Slightly familiar,Very negative,-1,-2,Kim Jong-un,P,132,False,0.06346593219751102,0.28094922577615,1603243013253.0,
6482,DHalgQR3,10/21/20,noImage,5,1,Slightly familiar,Very negative,-1,-2,Kim Jong-un,P,132,False,0.2558700652219796,0.3448383604556272,1603243017805.0,
6483,DHalgQR3,10/21/20,noImage,5,2,Slightly familiar,Very negative,-1,-2,Kim Jong-un,P,132,False,0.9573026996335512,0.6908366822759395,1603243024241.0,
6484,DHalgQR3,10/21/20,noImage,5,3,Slightly familiar,Very negative,-1,-2,Kim Jong-un,P,132,False,0.07365434023837145,0.33032380536601813,1603243034425.0,
6485,DHalgQR3,10/21/20,noImage,6,0,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,False,0.8844163827330942,0.20768674882284444,1603243076957.0,
6486,DHalgQR3,10/21/20,noImage,6,1,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,False,0.01879368586883673,0.23039904885691373,1603243082350.0,
6487,DHalgQR3,10/21/20,noImage,6,2,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,False,0.10108466555459619,0.267625918928933,1603243088440.0,
6488,DHalgQR3,10/21/20,noImage,6,3,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,False,0.0638577954825769,0.20492803249184793,1603243093225.0,
6489,DHalgQR3,10/21/20,noImage,6,4,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,False,0.9788550980962992,0.810354528296633,1603243102817.0,
6490,DHalgQR3,10/21/20,noImage,7,0,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.9353584154632258,0.7551019919566062,1603243138585.0,
6491,DHalgQR3,10/21/20,noImage,7,1,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.8906861952941483,0.7692090403222959,1603243144218.0,
6492,DHalgQR3,10/21/20,noImage,7,2,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.03446815747810801,0.20884665039416572,1603243151230.0,
6493,DHalgQR3,10/21/20,noImage,7,3,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.07953226709184819,0.18925356088257664,1603243159098.0,
6494,WG8Y5kvY,10/21/20,angry,0,0,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.5774054358151762,0.14109347442680775,1603242849868.0,angry_img_idx
6495,WG8Y5kvY,10/21/20,angry,0,1,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.6322751203144903,0.09014305310601611,1603242933448.0,angry_img_idx
6496,WG8Y5kvY,10/21/20,angry,0,2,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.4480697509239357,0.054869684499314175,1603242945843.0,angry_img_idx
6497,WG8Y5kvY,10/21/20,angry,0,3,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.4559082772809806,0.06662747403488145,1603242961823.0,angry_img_idx
6498,WG8Y5kvY,10/21/20,angry,0,4,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.6087595412433556,0.023515579071134773,1603242971954.0,angry_img_idx
6499,WG8Y5kvY,10/21/20,angry,0,5,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.4794238563521152,0.050950421320791695,1603242981155.0,angry_img_idx
6500,WG8Y5kvY,10/21/20,angry,0,6,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.47354496158433157,0.047031158142269214,1603242991770.0,angry_img_idx
6501,WG8Y5kvY,10/21/20,angry,0,7,Not at all familiar,Neutral,-2,0,Theresa May,K,122,True,0.47158532999507036,0.090143053106016,1603243001538.0,angry_img_idx
6502,WG8Y5kvY,10/21/20,angry,1,0,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9673721220781588,0.9320987534714569,1603243060004.0,angry_img_idx
6503,WG8Y5kvY,10/21/20,angry,1,1,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9673721220781588,0.9262198587036732,1603243072271.0,angry_img_idx
6504,WG8Y5kvY,10/21/20,angry,1,2,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9810895432029872,0.9418969114177629,1603243084386.0,angry_img_idx
6505,WG8Y5kvY,10/21/20,angry,1,3,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9634528588996363,0.9262198587036732,1603243088263.0,angry_img_idx
6506,WG8Y5kvY,10/21/20,angry,1,4,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9850088063815098,0.9556143325425914,1603243094694.0,angry_img_idx
6507,WG8Y5kvY,10/21/20,angry,1,5,Extremely familiar,Very Positive,2,2,Donald Trump,I,129,True,0.9732510168459424,0.0313541054281794,1603243103366.0,angry_img_idx
6508,WG8Y5kvY,10/21/20,angry,2,0,Extremely familiar,Neutral,2,0,Kim Jong-un,P,132,True,0.27954143424747085,0.039192631785224474,1603243143626.0,angry_img_idx
6509,WG8Y5kvY,10/21/20,angry,2,1,Extremely familiar,Neutral,2,0,Kim Jong-un,P,132,True,0.5930824885292659,0.09406231628453843,1603243152690.0,angry_img_idx
6510,WG8Y5kvY,10/21/20,angry,2,2,Extremely familiar,Neutral,2,0,Kim Jong-un,P,132,True,0.1658828170211227,0.03527336860670194,1603243160765.0,angry_img_idx
6511,WG8Y5kvY,10/21/20,angry,2,3,Extremely familiar,Neutral,2,0,Kim Jong-un,P,132,True,0.700862225938633,0.08622378992749358,1603243169094.0,angry_img_idx
6512,WG8Y5kvY,10/21/20,angry,2,4,Extremely familiar,Neutral,2,0,Kim Jong-un,P,132,True,0.6165980676004006,0.07838526357044873,1603243176916.0,angry_img_idx
6513,WG8Y5kvY,10/21/20,angry,3,0,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.7772878579198205,0.047031158142269325,1603243230100.0,angry_img_idx
6514,WG8Y5kvY,10/21/20,angry,3,1,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.25798548676559746,0.047031128240664216,1603243234703.0,angry_img_idx
6515,WG8Y5kvY,10/21/20,angry,3,2,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.6636292257426698,0.05095042132079164,1603243241071.0,angry_img_idx
6516,WG8Y5kvY,10/21/20,angry,3,3,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.3128551712649116,0.06270821085635903,1603243247528.0,angry_img_idx
6517,WG8Y5kvY,10/21/20,angry,3,4,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.6636292257426698,0.0313541054281794,1603243256793.0,angry_img_idx
6518,WG8Y5kvY,10/21/20,angry,3,5,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,True,0.2285910278774817,0.05486968449931409,1603243261930.0,angry_img_idx
6519,WG8Y5kvY,10/21/20,angry,4,0,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.8772290689721427,0.12149715853419552,1603243301296.0,angry_img_idx
6520,WG8Y5kvY,10/21/20,angry,4,1,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.2599451183548587,0.05095042132079175,1603243306757.0,angry_img_idx
6521,WG8Y5kvY,10/21/20,angry,4,2,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.8968253848647548,0.03919263178522425,1603243312530.0,angry_img_idx
6522,WG8Y5kvY,10/21/20,angry,4,3,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.2736625394796872,0.047031128240664244,1603243320109.0,angry_img_idx
6523,WG8Y5kvY,10/21/20,angry,4,4,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.6165980676004006,0.05095042132079164,1603243330353.0,angry_img_idx
6524,WG8Y5kvY,10/21/20,angry,4,5,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.5597687515118251,0.1332549480697629,1603243337326.0,angry_img_idx
6525,WG8Y5kvY,10/21/20,angry,5,0,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.9085831744003222,0.05095042132079164,1603243366541.0,angry_img_idx
6526,WG8Y5kvY,10/21/20,angry,5,1,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.09729571139698004,0.04703115814226924,1603243372323.0,angry_img_idx
6527,WG8Y5kvY,10/21/20,angry,5,2,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.6773466468674983,0.047031158142269325,1603243380245.0,angry_img_idx
6528,WG8Y5kvY,10/21/20,angry,5,3,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.23446992264526537,0.06662747403488148,1603243388449.0,angry_img_idx
6529,WG8Y5kvY,10/21/20,angry,5,4,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.7126200154742003,0.07054673721340388,1603243394484.0,angry_img_idx
6530,WG8Y5kvY,10/21/20,angry,6,0,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,True,0.5930824885292659,0.05095042132079164,1603243474283.0,angry_img_idx
6531,WG8Y5kvY,10/21/20,angry,6,1,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,True,0.3246129608004789,0.04311189496374679,1603243479438.0,angry_img_idx
6532,WG8Y5kvY,10/21/20,angry,6,2,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,True,0.8635116478473142,0.05878894767783649,1603243488011.0,angry_img_idx
6533,WG8Y5kvY,10/21/20,angry,6,3,Somewhat familiar,Neutral,0,0,Angela Merkel,N,126,True,0.5382128040299518,0.05095042132079164,1603243499472.0,angry_img_idx
6534,WG8Y5kvY,10/21/20,angry,7,0,Extremely familiar,Slightly negative,2,-1,Hillary Clinton,L,100,True,0.96933175366742,0.05878894767783649,1603243533361.0,angry_img_idx
6535,WG8Y5kvY,10/21/20,angry,7,1,Extremely familiar,Slightly negative,2,-1,Hillary Clinton,L,100,True,0.9536547009533303,0.05095042132079186,1603243538879.0,angry_img_idx
6536,WG8Y5kvY,10/21/20,angry,7,2,Extremely familiar,Slightly negative,2,-1,Hillary Clinton,L,100,True,0.9967665959170771,0.9830491747922485,1603243542845.0,angry_img_idx
6537,WG8Y5kvY,10/21/20,angry,7,3,Extremely familiar,Slightly negative,2,-1,Hillary Clinton,L,100,True,0.9320987534714569,0.039192631785224474,1603243549725.0,angry_img_idx
6538,PFPzsOok,10/21/20,noImage,0,0,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.4961348199225091,0.03865182436611003,1603244444823.0,
6539,PFPzsOok,10/21/20,noImage,0,1,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.5007836841168433,0.050942092523495575,1603244453744.0,
6540,PFPzsOok,10/21/20,noImage,0,2,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.33228311431717705,0.34483843519733215,1603244469216.0,
6541,PFPzsOok,10/21/20,noImage,0,3,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.040346084331584736,0.11479982821270855,1603244483106.0,
6542,PFPzsOok,10/21/20,noImage,0,4,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.5007836841168433,0.058779328328131264,1603244493490.0,
6543,PFPzsOok,10/21/20,noImage,0,5,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.49882437516568434,0.0509420925234958,1603244510221.0,
6544,PFPzsOok,10/21/20,noImage,0,6,Moderately familiar,Very Positive,1,2,Barack Obama,O,117,False,0.49882437516568434,0.10972136105826302,1603244516360.0,
6545,PFPzsOok,10/21/20,noImage,1,0,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.5003918283059479,0.0822909759486743,1603244586566.0,
6546,PFPzsOok,10/21/20,noImage,1,1,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.5007836841168433,0.06269794623044911,1603244597099.0,
6547,PFPzsOok,10/21/20,noImage,1,2,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.5007836841168433,0.05486071042581342,1603244608409.0,
6548,PFPzsOok,10/21/20,noImage,1,3,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.4968650662145255,0.05877932832813115,1603244625526.0,
6549,PFPzsOok,10/21/20,noImage,1,4,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.7985986745896796,0.0940468296556276,1603244634895.0,
6550,PFPzsOok,10/21/20,noImage,1,5,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.49490575726336655,0.06661656413276684,1603244641279.0,
6551,PFPzsOok,10/21/20,noImage,1,6,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.5047023319158431,0.05486065063244938,1603244645083.0,
6552,PFPzsOok,10/21/20,noImage,1,7,Somewhat familiar,Neutral,0,0,Vladimir Putin,J,111,False,0.5007836841168433,0.13323306847216987,1603244650531.0,
6553,PFPzsOok,10/21/20,noImage,2,0,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.5043104462082657,0.0822909759486743,1603244704712.0,
6554,PFPzsOok,10/21/20,noImage,2,1,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.49882437516568434,0.10188412525362733,1603244712231.0,
6555,PFPzsOok,10/21/20,noImage,2,2,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.5007836841168433,0.11363997896058087,1603244717841.0,
6556,PFPzsOok,10/21/20,noImage,2,3,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.5027430229646842,0.10972130126489898,1603244724198.0,
6557,PFPzsOok,10/21/20,noImage,2,4,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.49490575726336655,0.08620965364435607,1603244726180.0,
6558,PFPzsOok,10/21/20,noImage,2,5,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,False,0.506661640867002,0.09012821175330976,1603244728364.0,
6559,PFPzsOok,10/21/20,noImage,3,0,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,False,0.5043104462082657,0.13323300867880583,1603244776163.0,
6560,PFPzsOok,10/21/20,noImage,3,1,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,False,0.5047023319158431,0.1880936593112552,1603244792893.0,
6561,PFPzsOok,10/21/20,noImage,3,2,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,False,0.7633311134688192,0.1018840654602633,1603244802495.0,
6562,PFPzsOok,10/21/20,noImage,3,3,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,False,0.7437380239572301,0.11363991916721683,1603244809149.0,
6563,PFPzsOok,10/21/20,noImage,3,4,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,False,0.5047023319158431,0.16458195189734837,1603244814942.0,
6564,PFPzsOok,10/21/20,noImage,4,0,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.5023511372571068,0.10580268336258114,1603244866944.0,
6565,PFPzsOok,10/21/20,noImage,4,1,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.4968650662145255,0.10188412525362722,1603244874961.0,
6566,PFPzsOok,10/21/20,noImage,4,2,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.7104297717875286,0.1214771549718523,1603244886176.0,
6567,PFPzsOok,10/21/20,noImage,4,3,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.4968650662145255,0.15674477588607683,1603244890719.0,
6568,PFPzsOok,10/21/20,noImage,4,4,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.5007836841168433,0.1371516863744877,1603244895055.0,
6569,PFPzsOok,10/21/20,noImage,4,5,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.5007836841168433,0.09404688944899164,1603244904971.0,
6570,PFPzsOok,10/21/20,noImage,4,6,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.49882437516568434,0.12147721476521656,1603244909354.0,
6571,PFPzsOok,10/21/20,noImage,4,7,Moderately familiar,Very negative,1,-2,Donald Trump,I,129,False,0.49294644831220763,0.09404688944899176,1603244913977.0,
6572,PFPzsOok,10/21/20,noImage,5,0,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.48863597459899444,0.04310479692549607,1603244981394.0,
6573,PFPzsOok,10/21/20,noImage,5,1,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.49882437516568434,0.0509420925234958,1603244985308.0,
6574,PFPzsOok,10/21/20,noImage,5,2,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.5007836841168433,0.04702347462117795,1603244990854.0,
6575,PFPzsOok,10/21/20,noImage,5,3,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.49490575726336655,0.04702347462117784,1603244992617.0,
